receipt_no,first_seen_local_dt,order_id_int
3-3426,2024-09-01 13:04:00,2595
3-3427,2024-09-01 13:06:00,2596
3-3428,2024-09-01 13:08:00,2597
3-3429,2024-09-01 13:09:00,2598
3-3430,2024-09-01 13:11:00,2599
3-3431,2024-09-01 13:11:00,2600
3-3432,2024-09-01 13:13:00,2601
3-3433,2024-09-01 13:13:00,2602
3-3434,2024-09-01 13:14:00,2603
3-3435,2024-09-01 13:14:00,2604
3-3436,2024-09-01 13:19:00,2605
3-3437,2024-09-01 13:27:00,2606
3-3438,2024-09-01 13:34:00,2607
3-3439,2024-09-01 14:05:00,2608
3-3440,2024-09-01 14:07:00,2609
3-3441,2024-09-01 14:12:00,2610
3-3442,2024-09-01 14:19:00,2611
3-3443,2024-09-01 14:27:00,2612
3-3444,2024-09-01 14:28:00,2613
3-3445,2024-09-01 14:29:00,2614
3-3446,2024-09-01 14:30:00,2615
3-3447,2024-09-01 14:30:00,2616
3-3448,2024-09-01 14:35:00,2617
3-3449,2024-09-01 14:41:00,2618
3-3450,2024-09-01 14:44:00,2619
3-3451,2024-09-01 14:45:00,2620
3-3452,2024-09-01 14:58:00,2621
3-3453,2024-09-01 14:59:00,2622
3-3454,2024-09-01 15:32:00,2623
3-3455,2024-09-01 15:38:00,2624
3-3456,2024-09-01 15:41:00,2625
3-3457,2024-09-01 15:47:00,2626
3-3458,2024-09-01 15:59:00,2627
3-3459,2024-09-01 16:00:00,2628
3-3460,2024-09-01 16:25:00,2629
3-3461,2024-09-01 16:25:00,2630
3-3462,2024-09-01 16:26:00,2631
3-3463,2024-09-01 16:28:00,2632
3-3464,2024-09-01 16:29:00,2633
3-3465,2024-09-01 16:29:00,2634
3-3466,2024-09-01 16:30:00,2635
3-3467,2024-09-01 16:31:00,2636
3-3468,2024-09-01 17:56:00,2637
3-3469,2024-09-01 18:05:00,2638
3-3470,2024-09-01 18:06:00,2639
3-3471,2024-09-01 18:06:00,2640
3-3472,2024-09-01 18:21:00,2641
3-3473,2024-09-01 18:55:00,2642
3-3474,2024-09-01 18:57:00,2643
3-3475,2024-09-01 19:45:00,2644
3-3476,2024-09-01 19:57:00,2645
10-1000,2024-09-02 13:54:00,2646
3-3477,2024-09-02 14:40:00,2647
3-3478,2024-09-02 15:39:00,2648
3-3479,2024-09-02 17:08:00,2649
3-3480,2024-09-03 13:57:00,2650
3-3481,2024-09-03 16:55:00,2651
3-3482,2024-09-04 14:53:00,2652
3-3483,2024-09-04 18:19:00,2653
3-3484,2024-09-05 12:25:00,2654
3-3485,2024-09-05 12:25:00,2655
3-3486,2024-09-05 13:16:00,2656
3-3487,2024-09-05 13:17:00,2657
3-3488,2024-09-05 13:18:00,2658
3-3489,2024-09-05 13:19:00,2659
3-3490,2024-09-05 13:20:00,2660
3-3491,2024-09-06 13:41:00,2661
3-3492,2024-09-07 12:41:00,2662
3-3493,2024-09-07 12:47:00,2663
3-3494,2024-09-07 12:49:00,2664
3-3495,2024-09-07 12:57:00,2665
3-3496,2024-09-07 13:13:00,2666
3-3497,2024-09-07 13:23:00,2667
3-3498,2024-09-07 13:31:00,2668
3-3499,2024-09-07 13:49:00,2669
3-3500,2024-09-07 13:58:00,2670
3-3501,2024-09-07 14:16:00,2671
3-3502,2024-09-07 15:11:00,2672
3-3503,2024-09-07 15:29:00,2673
3-3504,2024-09-07 15:30:00,2674
3-3505,2024-09-07 15:35:00,2675
3-3506,2024-09-07 16:00:00,2676
3-3507,2024-09-07 17:10:00,2677
3-3508,2024-09-07 17:13:00,2678
3-3509,2024-09-07 17:14:00,2679
3-3510,2024-09-07 17:16:00,2680
3-3511,2024-09-07 17:19:00,2681
3-3512,2024-09-07 17:25:00,2682
3-3513,2024-09-07 17:26:00,2683
3-3514,2024-09-07 17:35:00,2684
3-3515,2024-09-07 17:46:00,2685
3-3516,2024-09-07 17:47:00,2686
3-3517,2024-09-07 18:21:00,2687
3-3518,2024-09-07 18:21:00,2688
3-3519,2024-09-07 18:28:00,2689
3-3520,2024-09-07 18:28:00,2690
3-3521,2024-09-07 18:33:00,2691
3-3522,2024-09-07 18:37:00,2692
3-3523,2024-09-07 19:00:00,2693
3-3524,2024-09-07 19:36:00,2694
3-3525,2024-09-08 10:49:00,2695
3-3526,2024-09-08 11:56:00,2696
3-3527,2024-09-08 12:18:00,2697
3-3528,2024-09-08 12:44:00,2698
3-3529,2024-09-08 12:58:00,2699
3-3530,2024-09-08 13:13:00,2700
3-3531,2024-09-08 13:29:00,2701
3-3532,2024-09-08 13:30:00,2702
3-3533,2024-09-08 13:32:00,2703
3-3534,2024-09-08 13:32:00,2704
3-3535,2024-09-08 13:51:00,2705
3-3536,2024-09-08 14:01:00,2706
3-3537,2024-09-08 14:15:00,2707
3-3538,2024-09-08 14:31:00,2708
3-3539,2024-09-08 14:32:00,2709
3-3540,2024-09-08 14:34:00,2710
3-3541,2024-09-08 14:35:00,2711
3-3542,2024-09-08 14:36:00,2712
3-3543,2024-09-08 14:37:00,2713
3-3544,2024-09-08 14:45:00,2714
3-3545,2024-09-08 14:48:00,2715
3-3546,2024-09-08 14:49:00,2716
3-3547,2024-09-08 14:58:00,2717
3-3548,2024-09-08 14:59:00,2718
3-3549,2024-09-08 15:00:00,2719
3-3550,2024-09-08 15:04:00,2720
3-3551,2024-09-08 15:05:00,2721
3-3552,2024-09-08 15:10:00,2722
3-3553,2024-09-08 15:13:00,2723
3-3554,2024-09-08 15:24:00,2724
3-3555,2024-09-08 15:30:00,2725
3-3556,2024-09-08 15:38:00,2726
3-3557,2024-09-08 15:46:00,2727
3-3558,2024-09-08 15:47:00,2728
3-3559,2024-09-08 15:50:00,2729
3-3560,2024-09-08 15:56:00,2730
3-3561,2024-09-08 15:57:00,2731
3-3562,2024-09-08 15:59:00,2732
3-3563,2024-09-08 16:00:00,2733
3-3564,2024-09-08 16:11:00,2734
3-3565,2024-09-08 16:15:00,2735
3-3566,2024-09-08 16:16:00,2736
3-3567,2024-09-08 16:20:00,2737
3-3568,2024-09-08 16:20:00,2738
3-3569,2024-09-08 16:45:00,2739
3-3570,2024-09-08 16:57:00,2740
3-3571,2024-09-08 16:57:00,2741
3-3572,2024-09-08 17:09:00,2742
3-3573,2024-09-08 17:21:00,2743
3-3574,2024-09-08 17:35:00,2744
3-3575,2024-09-08 17:37:00,2745
3-3576,2024-09-08 17:49:00,2746
3-3577,2024-09-08 18:02:00,2747
3-3578,2024-09-09 09:36:00,2748
3-3579,2024-09-09 09:44:00,2749
3-3580,2024-09-09 09:45:00,2750
3-3581,2024-09-09 09:46:00,2751
3-3582,2024-09-09 09:49:00,2752
3-3583,2024-09-09 09:50:00,2753
3-3584,2024-09-09 09:52:00,2754
3-3585,2024-09-09 09:54:00,2755
3-3586,2024-09-09 09:56:00,2756
3-3587,2024-09-09 09:58:00,2757
3-3588,2024-09-09 09:59:00,2758
3-3589,2024-09-09 10:00:00,2759
3-3590,2024-09-09 10:01:00,2760
3-3591,2024-09-09 10:13:00,2761
3-3592,2024-09-09 10:15:00,2762
3-3593,2024-09-09 11:14:00,2763
3-3594,2024-09-09 11:15:00,2764
3-3595,2024-09-09 11:16:00,2765
3-3596,2024-09-09 11:21:00,2766
3-3597,2024-09-09 11:55:00,2767
3-3598,2024-09-09 12:12:00,2768
3-3599,2024-09-09 12:37:00,2769
3-3600,2024-09-09 13:52:00,2770
3-3601,2024-09-09 13:52:00,2771
3-3602,2024-09-09 14:04:00,2772
3-3603,2024-09-09 14:29:00,2773
3-3604,2024-09-09 14:39:00,2774
3-3605,2024-09-09 15:30:00,2775
3-3606,2024-09-09 15:38:00,2776
3-3607,2024-09-09 15:39:00,2777
3-3608,2024-09-09 15:40:00,2778
3-3609,2024-09-09 16:14:00,2779
3-3610,2024-09-09 16:16:00,2780
3-3611,2024-09-09 16:20:00,2781
3-3612,2024-09-09 16:38:00,2782
3-3613,2024-09-09 16:53:00,2783
3-3614,2024-09-10 12:28:00,2784
2-1037,2024-09-10 13:21:00,2785
2-1038,2024-09-10 13:51:00,2786
2-1039,2024-09-10 14:01:00,2787
3-3615,2024-09-10 14:08:00,2788
3-3616,2024-09-10 15:40:00,2789
3-3617,2024-09-10 16:09:00,2790
3-3618,2024-09-11 16:16:00,2791
3-3619,2024-09-11 16:58:00,2792
3-3620,2024-09-11 17:32:00,2793
6-1049,2024-09-13 12:53:00,2794
6-1050,2024-09-13 14:20:00,2795
3-3621,2024-09-13 15:38:00,2796
3-3622,2024-09-13 15:43:00,2797
3-3623,2024-09-14 11:38:00,2798
3-3624,2024-09-14 11:41:00,2799
3-3625,2024-09-14 13:16:00,2800
3-3626,2024-09-14 13:17:00,2801
3-3627,2024-09-14 13:18:00,2802
3-3628,2024-09-14 13:20:00,2803
3-3629,2024-09-14 13:23:00,2804
3-3630,2024-09-14 13:26:00,2805
3-3631,2024-09-14 13:28:00,2806
3-3632,2024-09-14 13:32:00,2807
3-3633,2024-09-14 13:36:00,2808
3-3634,2024-09-14 13:42:00,2809
3-3635,2024-09-14 14:01:00,2810
3-3636,2024-09-14 14:01:00,2811
3-3637,2024-09-14 14:07:00,2812
3-3638,2024-09-14 14:16:00,2813
3-3639,2024-09-14 14:19:00,2814
3-3640,2024-09-14 14:22:00,2815
3-3641,2024-09-14 14:23:00,2816
3-3642,2024-09-14 14:24:00,2817
3-3643,2024-09-14 14:25:00,2818
3-3644,2024-09-14 14:37:00,2819
3-3645,2024-09-14 14:52:00,2820
3-3646,2024-09-14 15:12:00,2821
3-3647,2024-09-14 15:13:00,2822
3-3648,2024-09-14 15:15:00,2823
3-3649,2024-09-14 15:20:00,2824
3-3650,2024-09-14 15:22:00,2825
3-3651,2024-09-14 15:24:00,2826
3-3652,2024-09-14 15:25:00,2827
3-3653,2024-09-14 15:26:00,2828
3-3654,2024-09-14 15:27:00,2829
3-3655,2024-09-14 15:41:00,2830
3-3656,2024-09-14 15:44:00,2831
3-3657,2024-09-14 15:51:00,2832
3-3658,2024-09-14 16:25:00,2833
3-3659,2024-09-14 16:30:00,2834
3-3660,2024-09-14 16:30:00,2835
3-3661,2024-09-14 16:49:00,2836
3-3662,2024-09-14 17:12:00,2837
3-3663,2024-09-14 17:41:00,2838
2-1040,2024-09-14 20:22:00,2839
3-3664,2024-09-15 10:39:00,2840
3-3665,2024-09-15 10:40:00,2841
3-3666,2024-09-15 10:48:00,2842
3-3667,2024-09-15 10:54:00,2843
3-3668,2024-09-15 11:20:00,2844
3-3669,2024-09-15 12:12:00,2845
3-3670,2024-09-15 12:12:00,2846
3-3671,2024-09-15 12:14:00,2847
3-3672,2024-09-15 12:43:00,2848
3-3673,2024-09-15 12:46:00,2849
3-3674,2024-09-15 12:50:00,2850
3-3675,2024-09-15 12:51:00,2851
3-3676,2024-09-15 12:56:00,2852
3-3677,2024-09-15 13:08:00,2853
3-3678,2024-09-15 13:10:00,2854
3-3679,2024-09-15 13:28:00,2855
3-3680,2024-09-15 13:34:00,2856
3-3681,2024-09-15 13:39:00,2857
3-3682,2024-09-15 13:40:00,2858
3-3683,2024-09-15 13:40:00,2859
3-3684,2024-09-15 13:45:00,2860
3-3685,2024-09-15 13:52:00,2861
3-3686,2024-09-15 13:57:00,2862
3-3687,2024-09-15 13:58:00,2863
3-3688,2024-09-15 14:00:00,2864
3-3689,2024-09-15 14:01:00,2865
3-3690,2024-09-15 14:13:00,2866
3-3691,2024-09-15 14:14:00,2867
3-3692,2024-09-15 14:15:00,2868
3-3693,2024-09-15 14:16:00,2869
3-3694,2024-09-15 14:17:00,2870
3-3695,2024-09-15 14:18:00,2871
3-3696,2024-09-15 14:23:00,2872
3-3697,2024-09-15 14:25:00,2873
3-3698,2024-09-15 14:28:00,2874
3-3699,2024-09-15 14:30:00,2875
3-3700,2024-09-15 14:32:00,2876
3-3701,2024-09-15 14:36:00,2877
3-3702,2024-09-15 14:38:00,2878
3-3703,2024-09-15 14:50:00,2879
3-3704,2024-09-15 14:57:00,2880
3-3705,2024-09-15 14:59:00,2881
3-3706,2024-09-15 15:00:00,2882
3-3707,2024-09-15 15:02:00,2883
3-3708,2024-09-15 15:03:00,2884
3-3709,2024-09-15 15:04:00,2885
3-3710,2024-09-15 15:05:00,2886
3-3711,2024-09-15 15:09:00,2887
3-3712,2024-09-15 15:14:00,2888
3-3713,2024-09-15 15:18:00,2889
3-3714,2024-09-15 15:22:00,2890
3-3715,2024-09-15 15:27:00,2891
3-3716,2024-09-15 15:27:00,2892
3-3717,2024-09-15 15:28:00,2893
3-3718,2024-09-15 15:30:00,2894
3-3719,2024-09-15 15:31:00,2895
3-3720,2024-09-15 15:32:00,2896
3-3721,2024-09-15 15:32:00,2897
3-3722,2024-09-15 15:33:00,2898
3-3723,2024-09-15 15:37:00,2899
3-3724,2024-09-15 15:39:00,2900
3-3725,2024-09-15 15:43:00,2901
3-3726,2024-09-15 15:49:00,2902
3-3727,2024-09-15 15:49:00,2903
3-3728,2024-09-15 15:50:00,2904
3-3729,2024-09-15 15:58:00,2905
3-3730,2024-09-15 15:58:00,2906
3-3731,2024-09-15 16:01:00,2907
3-3732,2024-09-15 16:03:00,2908
3-3733,2024-09-15 16:16:00,2909
3-3734,2024-09-15 16:20:00,2910
3-3735,2024-09-15 16:35:00,2911
3-3736,2024-09-15 16:36:00,2912
3-3737,2024-09-15 16:36:00,2913
3-3738,2024-09-15 16:37:00,2914
3-3739,2024-09-15 16:38:00,2915
3-3740,2024-09-15 16:38:00,2916
3-3741,2024-09-15 16:39:00,2917
3-3742,2024-09-15 16:54:00,2918
3-3743,2024-09-15 17:03:00,2919
3-3744,2024-09-15 17:29:00,2920
3-3745,2024-09-15 17:44:00,2921
3-3746,2024-09-15 19:51:00,2922
3-3747,2024-09-16 14:46:00,2923
3-3748,2024-09-16 14:57:00,2924
3-3749,2024-09-16 15:17:00,2925
3-3750,2024-09-16 16:11:00,2926
3-3751,2024-09-16 16:58:00,2927
3-3752,2024-09-17 13:29:00,2928
3-3753,2024-09-17 14:07:00,2929
3-3754,2024-09-17 15:22:00,2930
3-3755,2024-09-17 16:08:00,2931
3-3756,2024-09-17 16:08:00,2932
3-3757,2024-09-17 16:42:00,2933
3-3758,2024-09-17 17:00:00,2934
3-3759,2024-09-17 17:49:00,2935
3-3760,2024-09-18 14:11:00,2936
3-3761,2024-09-18 14:44:00,2937
3-3762,2024-09-18 14:50:00,2938
3-3763,2024-09-18 14:54:00,2939
3-3764,2024-09-18 15:14:00,2940
3-3765,2024-09-18 16:04:00,2941
3-3766,2024-09-19 14:29:00,2942
3-3767,2024-09-19 14:47:00,2943
3-3768,2024-09-19 14:53:00,2944
3-3769,2024-09-19 15:34:00,2945
3-3770,2024-09-20 13:35:00,2946
3-3771,2024-09-20 16:58:00,2947
3-3772,2024-09-20 16:58:00,2948
3-3773,2024-09-21 11:29:00,2949
3-3774,2024-09-21 11:36:00,2950
3-3775,2024-09-21 11:48:00,2951
3-3776,2024-09-21 12:19:00,2952
3-3777,2024-09-21 12:23:00,2953
3-3778,2024-09-21 12:31:00,2954
3-3779,2024-09-21 12:33:00,2955
3-3780,2024-09-21 12:33:00,2956
3-3781,2024-09-21 12:34:00,2957
3-3782,2024-09-21 12:38:00,2958
3-3783,2024-09-21 12:40:00,2959
3-3784,2024-09-21 13:07:00,2960
3-3785,2024-09-21 13:37:00,2961
3-3786,2024-09-21 13:40:00,2962
6-1051,2024-09-21 13:48:00,2963
3-3787,2024-09-21 13:54:00,2964
3-3788,2024-09-21 13:55:00,2965
3-3789,2024-09-21 13:57:00,2966
3-3790,2024-09-21 13:59:00,2967
3-3791,2024-09-21 14:01:00,2968
3-3792,2024-09-21 14:01:00,2969
3-3793,2024-09-21 14:21:00,2970
3-3794,2024-09-21 14:22:00,2971
3-3795,2024-09-21 14:26:00,2972
3-3796,2024-09-21 14:40:00,2973
3-3797,2024-09-21 14:43:00,2974
3-3798,2024-09-21 14:57:00,2975
3-3799,2024-09-21 14:59:00,2976
3-3800,2024-09-21 15:04:00,2977
3-3801,2024-09-21 15:10:00,2978
3-3802,2024-09-21 15:23:00,2979
3-3803,2024-09-21 15:23:00,2980
3-3804,2024-09-21 15:23:00,2981
3-3805,2024-09-21 15:24:00,2982
3-3806,2024-09-21 16:16:00,2983
3-3807,2024-09-21 17:58:00,2984
3-3808,2024-09-21 18:54:00,2985
3-3809,2024-09-21 18:55:00,2986
3-3810,2024-09-21 19:11:00,2987
3-3811,2024-09-21 19:25:00,2988
3-3812,2024-09-21 22:25:00,2989
3-3813,2024-09-21 22:59:00,2990
3-3814,2024-09-21 22:59:00,2991
2-1041,2024-09-22 00:50:00,2992
3-3815,2024-09-22 10:38:00,2993
3-3816,2024-09-22 11:19:00,2994
3-3817,2024-09-22 11:20:00,2995
3-3818,2024-09-22 11:21:00,2996
3-3819,2024-09-22 11:23:00,2997
3-3820,2024-09-22 11:27:00,2998
3-3821,2024-09-22 11:31:00,2999
3-3822,2024-09-22 11:32:00,3000
3-3823,2024-09-22 11:33:00,3001
3-3824,2024-09-22 11:34:00,3002
3-3825,2024-09-22 11:34:00,3003
3-3826,2024-09-22 11:35:00,3004
3-3827,2024-09-22 11:49:00,3005
3-3828,2024-09-22 11:59:00,3006
3-3829,2024-09-22 12:01:00,3007
3-3830,2024-09-22 12:10:00,3008
3-3831,2024-09-22 12:40:00,3009
3-3832,2024-09-22 12:48:00,3010
3-3833,2024-09-22 13:04:00,3011
3-3834,2024-09-22 13:11:00,3012
3-3835,2024-09-22 13:11:00,3013
3-3836,2024-09-22 13:13:00,3014
3-3837,2024-09-22 13:14:00,3015
3-3838,2024-09-22 13:15:00,3016
3-3839,2024-09-22 13:27:00,3017
3-3840,2024-09-22 13:28:00,3018
3-3841,2024-09-22 13:37:00,3019
3-3842,2024-09-22 13:37:00,3020
3-3843,2024-09-22 13:43:00,3021
3-3844,2024-09-22 13:46:00,3022
3-3845,2024-09-22 13:52:00,3023
3-3846,2024-09-22 14:02:00,3024
3-3847,2024-09-22 14:03:00,3025
3-3848,2024-09-22 14:04:00,3026
3-3849,2024-09-22 14:05:00,3027
3-3850,2024-09-22 14:05:00,3028
3-3851,2024-09-22 14:07:00,3029
3-3852,2024-09-22 14:11:00,3030
3-3853,2024-09-22 14:15:00,3031
3-3854,2024-09-22 14:16:00,3032
3-3855,2024-09-22 14:23:00,3033
3-3856,2024-09-22 14:24:00,3034
3-3857,2024-09-22 14:26:00,3035
3-3858,2024-09-22 14:27:00,3036
3-3859,2024-09-22 14:29:00,3037
3-3860,2024-09-22 14:32:00,3038
3-3861,2024-09-22 14:33:00,3039
3-3862,2024-09-22 14:44:00,3040
3-3863,2024-09-22 14:47:00,3041
3-3864,2024-09-22 14:52:00,3042
3-3865,2024-09-22 14:53:00,3043
3-3866,2024-09-22 15:11:00,3044
3-3867,2024-09-22 15:13:00,3045
3-3868,2024-09-22 15:20:00,3046
3-3869,2024-09-22 15:21:00,3047
3-3870,2024-09-22 15:40:00,3048
3-3871,2024-09-22 16:10:00,3049
3-3872,2024-09-22 16:13:00,3050
3-3873,2024-09-22 16:14:00,3051
3-3874,2024-09-22 16:40:00,3052
3-3875,2024-09-22 16:55:00,3053
3-3876,2024-09-22 17:49:00,3054
3-3877,2024-09-22 17:50:00,3055
3-3878,2024-09-22 17:50:00,3056
3-3879,2024-09-22 18:15:00,3057
3-3880,2024-09-22 18:17:00,3058
3-3881,2024-09-22 18:46:00,3059
3-3882,2024-09-22 18:47:00,3060
3-3883,2024-09-22 19:17:00,3061
3-3884,2024-09-22 19:35:00,3062
3-3885,2024-09-22 19:52:00,3063
3-3886,2024-09-23 12:19:00,3064
3-3887,2024-09-23 12:21:00,3065
3-3888,2024-09-23 13:17:00,3066
3-3889,2024-09-24 13:33:00,3067
3-3890,2024-09-24 14:02:00,3068
3-3891,2024-09-24 15:44:00,3069
3-3892,2024-09-24 17:49:00,3070
2-1042,2024-09-25 14:39:00,3071
3-3893,2024-09-26 13:07:00,3072
3-3894,2024-09-26 13:09:00,3073
3-3895,2024-09-26 13:09:00,3074
3-3896,2024-09-26 13:10:00,3075
3-3897,2024-09-26 13:11:00,3076
3-3898,2024-09-26 13:12:00,3077
3-3899,2024-09-26 13:13:00,3078
3-3900,2024-09-26 13:13:00,3079
3-3901,2024-09-26 13:14:00,3080
3-3902,2024-09-26 13:15:00,3081
3-3903,2024-09-26 13:15:00,3082
3-3904,2024-09-26 13:16:00,3083
3-3905,2024-09-26 13:17:00,3084
3-3906,2024-09-26 13:27:00,3085
3-3907,2024-09-26 13:38:00,3086
3-3908,2024-09-26 13:39:00,3087
3-3909,2024-09-26 13:41:00,3088
3-3910,2024-09-26 13:47:00,3089
3-3911,2024-09-26 13:47:00,3090
3-3912,2024-09-26 13:52:00,3091
3-3913,2024-09-26 13:58:00,3092
3-3914,2024-09-26 14:27:00,3093
3-3915,2024-09-26 14:37:00,3094
3-3916,2024-09-26 17:43:00,3095
3-3917,2024-09-27 13:14:00,3096
3-3918,2024-09-27 14:02:00,3097
3-3919,2024-09-27 14:36:00,3098
3-3920,2024-09-27 14:55:00,3099
3-3921,2024-09-27 15:39:00,3100
3-3922,2024-09-27 15:40:00,3101
3-3923,2024-09-27 15:40:00,3102
3-3924,2024-09-27 16:14:00,3103
3-3925,2024-09-28 11:25:00,3104
3-3926,2024-09-28 11:43:00,3105
3-3927,2024-09-28 11:49:00,3106
3-3928,2024-09-28 11:56:00,3107
3-3929,2024-09-28 12:06:00,3108
3-3930,2024-09-28 12:19:00,3109
3-3931,2024-09-28 12:47:00,3110
3-3932,2024-09-28 13:25:00,3111
3-3933,2024-09-28 13:26:00,3112
3-3934,2024-09-28 13:35:00,3113
3-3935,2024-09-28 13:36:00,3114
3-3936,2024-09-28 13:37:00,3115
3-3937,2024-09-28 14:02:00,3116
3-3938,2024-09-28 14:14:00,3117
3-3939,2024-09-28 14:16:00,3118
3-3940,2024-09-28 14:40:00,3119
3-3941,2024-09-28 14:41:00,3120
3-3942,2024-09-28 14:52:00,3121
3-3943,2024-09-28 14:57:00,3122
3-3944,2024-09-28 14:58:00,3123
3-3945,2024-09-28 15:36:00,3124
3-3946,2024-09-28 15:42:00,3125
3-3947,2024-09-28 16:28:00,3126
3-3948,2024-09-28 17:35:00,3127
3-3949,2024-09-28 17:37:00,3128
3-3950,2024-09-28 17:38:00,3129
3-3951,2024-09-28 17:40:00,3130
3-3952,2024-09-28 17:51:00,3131
3-3953,2024-09-28 17:52:00,3132
3-3954,2024-09-29 10:57:00,3133
3-3955,2024-09-29 10:58:00,3134
3-3956,2024-09-29 11:06:00,3135
3-3957,2024-09-29 11:33:00,3136
3-3958,2024-09-29 11:38:00,3137
3-3959,2024-09-29 11:46:00,3138
3-3960,2024-09-29 12:14:00,3139
3-3961,2024-09-29 12:15:00,3140
3-3962,2024-09-29 12:54:00,3141
3-3963,2024-09-29 13:09:00,3142
3-3964,2024-09-29 13:10:00,3143
3-3965,2024-09-29 13:22:00,3144
3-3966,2024-09-29 13:31:00,3145
3-3967,2024-09-29 13:36:00,3146
3-3968,2024-09-29 13:43:00,3147
3-3969,2024-09-29 13:44:00,3148
3-3970,2024-09-29 13:46:00,3149
3-3971,2024-09-29 13:47:00,3150
3-3972,2024-09-29 13:54:00,3151
3-3973,2024-09-29 14:00:00,3152
3-3974,2024-09-29 14:01:00,3153
3-3975,2024-09-29 14:02:00,3154
3-3976,2024-09-29 14:10:00,3155
3-3977,2024-09-29 14:14:00,3156
3-3978,2024-09-29 14:32:00,3157
3-3979,2024-09-29 14:35:00,3158
3-3980,2024-09-29 14:48:00,3159
3-3981,2024-09-29 14:53:00,3160
3-3982,2024-09-29 14:54:00,3161
3-3983,2024-09-29 15:05:00,3162
3-3984,2024-09-29 15:06:00,3163
3-3985,2024-09-29 15:08:00,3164
3-3986,2024-09-29 15:15:00,3165
3-3987,2024-09-29 15:17:00,3166
3-3988,2024-09-29 15:29:00,3167
3-3989,2024-09-29 15:31:00,3168
3-3990,2024-09-29 15:37:00,3169
3-3991,2024-09-29 15:46:00,3170
3-3992,2024-09-29 15:54:00,3171
3-3993,2024-09-29 15:55:00,3172
3-3994,2024-09-29 16:59:00,3173
3-3995,2024-09-29 18:09:00,3174
3-3996,2024-10-01 13:42:00,3175
3-3997,2024-10-01 13:43:00,3176
3-3998,2024-10-01 14:20:00,3177
3-3999,2024-10-01 14:27:00,3178
3-4000,2024-10-01 14:49:00,3179
3-4001,2024-10-01 15:58:00,3180
2-1043,2024-10-01 16:07:00,3181
3-4002,2024-10-01 18:02:00,3182
3-4003,2024-10-01 19:51:00,3183
3-4004,2024-10-02 15:42:00,3184
3-4005,2024-10-02 17:25:00,3185
3-4006,2024-10-03 13:08:00,3186
3-4007,2024-10-03 13:43:00,3187
3-4008,2024-10-04 14:47:00,3188
3-4009,2024-10-04 15:08:00,3189
3-4010,2024-10-04 15:09:00,3190
3-4011,2024-10-04 16:01:00,3191
3-4012,2024-10-04 16:22:00,3192
3-4013,2024-10-05 11:45:00,3193
3-4014,2024-10-05 12:21:00,3194
3-4015,2024-10-05 12:59:00,3195
3-4016,2024-10-05 12:59:00,3196
3-4017,2024-10-05 13:06:00,3197
3-4018,2024-10-05 13:32:00,3198
3-4019,2024-10-05 13:42:00,3199
3-4020,2024-10-05 13:44:00,3200
3-4021,2024-10-05 13:45:00,3201
3-4022,2024-10-05 13:47:00,3202
3-4023,2024-10-05 13:55:00,3203
3-4024,2024-10-05 14:02:00,3204
3-4025,2024-10-05 14:03:00,3205
3-4026,2024-10-05 14:05:00,3206
3-4027,2024-10-05 14:14:00,3207
3-4028,2024-10-05 14:43:00,3208
3-4029,2024-10-05 14:46:00,3209
3-4030,2024-10-05 15:05:00,3210
3-4031,2024-10-05 15:07:00,3211
3-4032,2024-10-05 15:09:00,3212
3-4033,2024-10-05 15:12:00,3213
3-4034,2024-10-05 15:13:00,3214
3-4035,2024-10-05 16:08:00,3215
3-4036,2024-10-05 16:15:00,3216
3-4037,2024-10-05 16:51:00,3217
3-4038,2024-10-05 17:05:00,3218
3-4039,2024-10-05 17:31:00,3219
3-4040,2024-10-05 17:35:00,3220
3-4041,2024-10-05 20:46:00,3221
3-4042,2024-10-06 11:58:00,3222
3-4043,2024-10-06 12:17:00,3223
3-4044,2024-10-06 12:59:00,3224
3-4045,2024-10-06 13:01:00,3225
3-4046,2024-10-06 13:14:00,3226
3-4047,2024-10-06 13:16:00,3227
3-4048,2024-10-06 13:23:00,3228
3-4049,2024-10-06 13:25:00,3229
3-4050,2024-10-06 13:41:00,3230
3-4051,2024-10-06 13:42:00,3231
3-4052,2024-10-06 13:47:00,3232
3-4053,2024-10-06 13:48:00,3233
3-4054,2024-10-06 13:54:00,3234
3-4055,2024-10-06 14:06:00,3235
3-4056,2024-10-06 14:08:00,3236
3-4057,2024-10-06 14:08:00,3237
3-4058,2024-10-06 14:10:00,3238
3-4059,2024-10-06 14:12:00,3239
3-4060,2024-10-06 14:13:00,3240
3-4061,2024-10-06 14:20:00,3241
3-4062,2024-10-06 14:21:00,3242
3-4063,2024-10-06 14:24:00,3243
3-4064,2024-10-06 14:28:00,3244
3-4065,2024-10-06 14:34:00,3245
3-4066,2024-10-06 14:40:00,3246
3-4067,2024-10-06 14:43:00,3247
3-4068,2024-10-06 14:46:00,3248
3-4069,2024-10-06 14:59:00,3249
3-4070,2024-10-06 15:04:00,3250
3-4071,2024-10-06 15:10:00,3251
3-4072,2024-10-06 15:20:00,3252
3-4073,2024-10-06 15:22:00,3253
3-4074,2024-10-06 15:24:00,3254
3-4075,2024-10-06 15:27:00,3255
3-4076,2024-10-06 15:30:00,3256
3-4077,2024-10-06 15:31:00,3257
3-4078,2024-10-06 15:35:00,3258
3-4079,2024-10-06 15:35:00,3259
